user_id,own_bm25
650,[480014]
652,"[480014, 820486, 1101932, 865891, 1102416]"
653,"[480014, 1037840, 839849, 965292, 898980]"
654,"[480014, 864893, 1077555, 9571047, 937413]"
655,"[480014, 1068651, 934503, 892936, 901976]"
656,"[480014, 926905, 1028816, 892728, 1106523]"
658,"[480014, 895930, 1070015, 869047, 1037894]"
659,"[480014, 1069522, 938596, 999631, 5565784]"
660,"[480014, 953561, 886996, 1043787, 862010]"
661,"[480014, 1138292, 1004596, 904359, 851188]"
662,"[480014, 902192, 862535, 1115098, 6773204]"
663,"[480014, 948190, 9420312, 1075305, 928486]"
664,"[480014, 891393, 1059308, 1040371, 1037417]"
665,"[1071171, 480014, 1131344, 7462562, 922561]"
666,"[480014, 1089066, 1021133, 1101980, 1001827]"
667,"[480014, 860975, 898601, 1072523, 894236]"
668,"[480014, 839849, 1135460, 1058997, 1130111]"
669,"[480014, 833556, 1126899, 846907, 1076580]"
670,"[480014, 899115, 979239, 870780, 951746]"
671,"[480014, 8273950, 1097001, 904105, 925178]"
672,"[480014, 908940, 1017061, 849843, 857283]"
673,"[480014, 1021133, 1033615, 851057, 1085154]"
674,"[480014, 936914, 911614, 845109, 934399]"
675,"[480014, 6533765, 910673, 1139142, 1126808]"
676,"[480014, 917033, 1107553, 1102959, 1085604]"
677,"[480014, 914577, 5568228, 995478, 977481]"
679,"[480014, 895502, 6773219, 914346, 973861]"
680,"[480014, 832442, 908213, 900586, 891028]"
681,"[480014, 850102, 967461, 1134483, 856252]"
684,"[480014, 872702, 889779, 968057, 5995215]"
685,"[480014, 1097398, 1015539, 1129049, 864143]"
686,"[480014, 982469, 958067, 1075524, 987237]"
687,"[480014, 7168026, 8090521, 1130375, 951590]"
690,"[480014, 922561, 1037840, 1031316, 6533765]"
692,"[480014, 1067443, 894236, 972416, 1004436]"
693,"[480014, 1104349, 1044188, 1130375, 983267]"
694,"[845814, 1037840, 480014, 844165, 879734]"
695,"[480014, 840386, 882496, 993639, 1070015]"
696,"[480014, 1057260, 1126899, 1048483, 975633]"
697,"[480014, 1057260, 1106271, 1070820, 13007411]"
698,"[480014, 879755, 1069175, 997096, 942088]"
699,"[480014, 847066, 1027835, 1058930, 1404121]"
700,"[480014, 1101010, 1021116, 1124695, 935317]"
701,"[480014, 906017, 1086641, 935993, 944137]"
702,"[480014, 1075305, 984677, 8177622, 822101]"
703,"[480014, 1404121, 1046275, 901776, 970365]"
705,"[480014, 912112, 871876, 824073, 7431990]"
706,"[480014, 1107973, 991747, 898601, 834117]"
707,"[480014, 6533889, 7025114, 1057102, 989101]"
708,"[480014, 910439, 1010164, 12524174, 1132763]"
709,"[480014, 889692, 992622, 891505, 906017]"
710,"[480014, 960318, 858478, 1110572, 6553737]"
711,"[480014, 1030362, 1038467, 864893, 1107824]"
712,"[480014, 1006878, 900842, 1033857, 904833]"
713,"[480014, 841266, 898601, 1075368, 999631]"
714,"[480014, 819765, 1004097, 1093113, 1058997]"
715,"[480014, 1139830, 1093413, 1022872, 6463520]"
716,"[480014, 1058997, 1052325, 1005898, 1126899]"
717,"[480014, 861445, 983267, 1139830, 1102959]"
718,"[480014, 944486, 8203599, 6534166, 1097001]"
719,"[480014, 895930, 933835, 841266, 819978]"
720,"[1056212, 480014, 879734, 895268, 1055504]"
721,"[480014, 9934800, 1014860, 10345155, 1027808]"
722,"[480014, 920958, 1003441, 5995603, 885356]"
723,"[480014, 1043920, 968936, 916487, 1022340]"
724,"[480014, 891752, 1105623, 1062128, 938187]"
725,"[480014, 835864, 893501, 986760, 892008]"
726,"[480014, 830941, 1024731, 852600, 1101706]"
727,"[480014, 935126, 830795, 1038663, 867648]"
728,"[480014, 1102416, 1070015, 1069039, 971474]"
729,[480014]
730,"[480014, 6979089, 971983, 1126899, 1058997]"
731,"[480014, 1107553, 5572828, 6919433, 1027808]"
732,"[480014, 1038684, 825618, 856345, 5592094]"
733,"[480014, 966891, 1034837, 906502, 899580]"
734,"[480014, 970160, 1139830, 6391381, 1110142]"
735,"[480014, 1043663, 1122405, 912019, 1083740]"
736,"[480014, 918684, 13115903, 13115493, 1116741]"
737,"[480014, 1121393, 1058997, 925112, 1075505]"
740,"[480014, 1089392, 1099945, 1026094, 993441]"
741,"[480014, 903738, 1109598, 977344, 5580166]"
742,"[480014, 870980, 1120741, 955043, 879755]"
743,"[480014, 1118598, 1059902, 989075, 900491]"
744,"[480014, 862349, 824073, 1117336, 1404121]"
745,"[480014, 8203451, 1077975, 854754, 1109014]"
747,"[480014, 1021715, 1086740, 852317, 1058997]"
750,"[480014, 834833, 9527487, 900370, 1088835]"
751,"[480014, 1029685, 1054216, 879755, 5567502]"
752,"[480014, 856515, 1023979, 986912, 6534178]"
753,"[480014, 847207, 916767, 5995597, 1030362]"
754,"[480014, 1036347, 986947, 1058997, 1005274]"
755,"[480014, 6534178, 1091365, 1063207, 7168890]"
756,"[480014, 879506, 1081479, 1021519, 997988]"
757,"[480014, 5569471, 909894, 1102959, 1139830]"
758,"[480014, 880469, 397896, 916990, 841266]"
759,"[480014, 1075524, 936914, 5568447, 906844]"
761,"[480014, 905072, 914697, 832976, 9934800]"
762,"[480014, 1091365, 1011300, 962199, 1063207]"
764,"[480014, 1028422, 9420067, 904236, 1017201]"
765,"[480014, 1126895, 945805, 822339, 863506]"
766,"[480014, 916990, 9547021, 1059891, 1093359]"
767,"[480014, 1042571, 905582, 945273, 1104349]"
768,"[480014, 1026712, 1126310, 9527223, 860890]"
769,"[480014, 989101, 9419525, 1121624, 953476]"
770,"[480014, 1015974, 861445, 1092937, 9362429]"
771,"[480014, 1068651, 1104224, 968936, 1077439]"
772,"[480014, 5703832, 900112, 1011645, 1024833]"
773,"[480014, 835973, 9420181, 938300, 6548453]"
774,"[480014, 936924, 1077975, 1084551, 948119]"
776,"[480014, 851188, 901762, 868953, 895295]"
777,"[480014, 6544236, 862725, 12782182, 947654]"
779,"[480014, 1057260, 6533362, 963365, 1102959]"
780,"[480014, 849809, 5585636, 948811, 5568228]"
781,"[480014, 926065, 912681, 918688, 921288]"
782,"[480014, 12988031, 1117059, 1033615, 828525]"
784,"[480014, 939442, 861485, 921288, 1139782]"
785,"[480014, 1121624, 1134633, 6533681, 1037332]"
786,"[480014, 878715, 1065538, 972665, 907647]"
787,"[480014, 823775, 894236, 1039156, 1082212]"
788,"[480014, 996425, 6533765, 948190, 928486]"
789,"[480014, 922561, 9420181, 971807, 1072685]"
790,"[480014, 1100273, 1028715, 901711, 1125391]"
792,"[480014, 866227, 981874, 894439, 1051069]"
793,"[480014, 1118046, 13008321, 8090545, 8090565]"
794,"[480014, 865026, 950638, 1026586, 869195]"
795,"[480014, 872021, 864532, 909638, 1043751]"
796,"[480014, 969866, 916990, 862349, 993638]"
797,"[480014, 1062128, 994223, 950098, 6632283]"
798,"[480014, 9338009, 5572828, 978974, 1007136]"
799,"[480014, 1126899, 1058997, 977268, 970119]"
800,"[480014, 926465, 1005583, 10285006, 953180]"
801,"[480014, 873178, 9245312, 10285141, 1094924]"
802,"[480014, 1118946, 1005186, 898601, 908531]"
803,"[480014, 969866, 843259, 941883, 1104649]"
804,"[480014, 1005172, 943233, 942475, 1053690]"
805,"[480014, 965821, 870547, 868764, 949023]"
806,"[480014, 1056212, 868539, 1135932, 846634]"
807,"[480014, 896444, 8090653, 977831, 7409957]"
808,"[480014, 1016800, 1109408, 1008814, 879755]"
809,"[480014, 926422, 5587837, 5585635, 9926758]"
811,"[480014, 6979030, 824311, 868319, 850529]"
812,"[879755, 480014, 964356, 896862, 961458]"
813,"[480014, 6534030, 6533608, 935393, 932179]"
814,"[480014, 925766, 961791, 6548453, 918046]"
816,"[480014, 938187, 5565925, 848268, 1075368]"
817,"[480014, 1092588, 1070820, 1027835, 1094924]"
818,"[480014, 6544236, 1075827, 893501, 1077975]"
820,"[480014, 852015, 1030093, 9879410, 8090509]"
822,"[480014, 917407, 962118, 874736, 1088835]"
823,"[480014, 1118946, 835578, 873964, 920308]"
824,"[480014, 1046689, 13115579, 982393, 889188]"
825,"[480014, 6533889, 1058997, 915493, 843756]"
826,"[1030093, 970792, 961620, 864143, 480014]"
829,"[480014, 834236, 872729, 10457233, 960791]"
831,"[480014, 1069003, 957736, 951590, 885406]"
832,"[480014, 1134483, 921288, 1106523, 1127716]"
836,"[480014, 905459, 916993, 1073150, 851287]"
838,"[480014, 957438, 821787, 819765, 883940]"
839,"[480014, 1056651, 888092, 9803545, 8090653]"
840,"[480014, 1090884, 865569, 1054123, 964221]"
841,"[480014, 852015, 1030093, 1135681, 966379]"
842,"[480014, 1037840, 9245108, 972312, 6533765]"
843,"[480014, 1035207, 8205418, 940700, 933293]"
844,"[480014, 5566472, 9396821, 891542, 1026118]"
845,"[480014, 8090533, 6533362, 9297056, 1058997]"
846,"[480014, 8090521, 829291, 847344, 9297136]"
847,"[480014, 1005274, 1001827, 1107089, 1404121]"
849,"[480014, 1058997, 826144, 1113667, 854754]"
850,"[480014, 1128900, 871162, 878445, 845109]"
851,"[861445, 1036501, 868764, 480014, 1079023]"
852,"[480014, 1126899, 1048260, 1011926, 848471]"
853,"[480014, 975938, 911017, 1082990, 12171656]"
854,"[480014, 945998, 862488, 931532, 1054216]"
855,"[480014, 1079023, 916993, 963868, 1029743]"
856,"[480014, 1120362, 964853, 6463729, 976300]"
857,"[480014, 1139830, 935126, 922561, 839262]"
858,"[480014, 1070820, 910473, 967762, 1116050]"
859,"[480014, 1075368, 6395907, 5569471, 5569230]"
860,"[1107553, 480014, 1073150, 1128900, 822677]"
861,"[480014, 1072523, 836445, 1053628, 1038745]"
862,"[480014, 1103629, 1058930, 1053282, 1038663]"
863,"[480014, 5569135, 978354, 877310, 878445]"
864,"[480014, 1101010, 895930, 8090521, 894439]"
865,"[480014, 1008074, 1036347, 1135044, 7410344]"
866,"[480014, 1086740, 1106523, 1001788, 983584]"
867,"[480014, 983584, 1063739, 6396581, 1110409]"
868,"[480014, 9884484, 856942, 6534178, 5569471]"
869,"[480014, 896672, 983000, 5592931, 870927]"
871,"[480014, 854754, 1124674, 889551, 1125904]"
873,"[480014, 1021133, 834833, 1033615, 845109]"
875,"[480014, 971983, 911622, 931672, 946964]"
876,"[480014, 12782182, 916993, 848268, 1123106]"
877,"[480014, 8011397, 10456152, 1126899, 867469]"
878,"[480014, 947798, 1033615, 985893, 1131344]"
879,"[480014, 6424447, 9553042, 5577022, 949836]"
880,"[480014, 879506, 861345, 1027835, 947146]"
881,"[480014, 1120741, 9884698, 1017061, 8205731]"
882,"[480014, 957063, 1029743, 954006, 945611]"
883,"[480014, 9420181, 1057749, 874149, 1110111]"
884,"[480014, 1015539, 1085604, 974156, 1097398]"
885,"[480014, 1006483, 6904419, 9189814, 1037894]"
886,"[480014, 868764, 863762, 1078329, 969419]"
887,"[480014, 1130716, 1084036, 988208, 1108429]"
888,"[480014, 1131382, 5566472, 911470, 5567874]"
889,"[480014, 9553335, 983316, 921554, 5565322]"
891,"[480014, 8090956, 861445, 945652, 970792]"
893,"[480014, 843111, 1022843, 1119879, 9296965]"
894,"[480014, 1138631, 833556, 1101956, 1108152]"
895,"[480014, 7024847, 868888, 9829205, 5995603]"
896,"[480014, 13842088, 1126899, 913210, 833598]"
897,"[480014, 945372, 5569374, 928123, 941198]"
898,"[480014, 1057260, 1028816, 1011926, 891542]"
899,"[480014, 921614, 9802981, 866177, 1071554]"
900,"[480014, 890536, 1126045, 879393, 1023226]"
901,"[480014, 1020729, 1076744, 922561, 1100410]"
903,"[480014, 1126899, 885406, 880427, 1047769]"
904,"[480014, 891505, 966684, 1029619, 1014206]"
905,"[480014, 1093571, 962609, 908489, 876548]"
906,"[480014, 6533889, 860703, 1137507, 1048237]"
907,"[480014, 1092588, 986912, 950550, 12263614]"
908,"[480014, 1057260, 1070820, 9392700, 927606]"
909,"[480014, 9935616, 6534178, 9526630, 885750]"
910,"[480014, 7409670, 7409664, 5582712, 894439]"
911,"[480014, 7466806, 8011285, 1018050, 8011282]"
913,"[480014, 824758, 1134810, 994223, 1023226]"
914,"[480014, 1073150, 898121, 970866, 981660]"
915,"[1036753, 1043006, 480014, 853354, 1057260]"
916,"[480014, 824193, 1054945, 1404121, 909638]"
919,"[480014, 1128647, 991379, 6773215, 1111839]"
920,"[480014, 1097001, 1106523, 1092026, 5995423]"
922,"[480014, 1058404, 1058997, 1132198, 1130581]"
923,"[480014, 1019479, 982469, 6533765, 8160319]"
924,"[480014, 1075470, 6553737, 1029743, 999631]"
925,"[480014, 876548, 1068651, 968936, 838010]"
926,"[480014, 956813, 936914, 993441, 850044]"
927,"[480014, 1058997, 990897, 10456655, 926422]"
928,"[480014, 1092303, 824305, 829852, 831815]"
929,"[480014, 1010190, 1109408, 845193, 1070015]"
931,"[480014, 7462562, 866043, 846830, 968057]"
932,"[480014, 7433888, 982469, 844165, 8090537]"
933,"[480014, 898847, 820895, 1047968, 1048746]"
934,"[480014, 1075315, 1116460, 886803, 1088147]"
935,"[480014, 922561, 6534178, 1056746, 1081189]"
936,"[480014, 1105411, 962229, 9859112, 935578]"
937,"[480014, 5585636, 5587043, 5586642, 1020156]"
938,"[480014, 960421, 5995177, 911311, 1028715]"
939,"[480014, 916767, 1128900, 926804, 7167249]"
940,"[480014, 1019637, 1074040, 1030093, 975649]"
941,"[480014, 938849, 885463, 1052325, 6464166]"
942,"[480014, 1015539, 1017041, 13842214, 988116]"
943,"[480014, 6533765, 6534166, 869195, 9245413]"
944,"[480014, 997309, 6534178, 903609, 1101010]"
945,"[480014, 1043751, 1067443, 932949, 879504]"
946,"[480014, 900072, 1093413, 970365, 885750]"
947,"[480014, 900770, 1014915, 831808, 1101771]"
949,"[480014, 873527, 9420336, 879635, 880253]"
951,"[480014, 977481, 821025, 845814, 950638]"
952,"[480014, 5586658, 5584100, 1075368, 966379]"
953,"[480014, 6979427, 877310, 1132763, 989101]"
954,[480014]
955,"[480014, 1077975, 989157, 1033615, 867648]"
956,"[480014, 6534166, 1070820, 879922, 1057749]"
957,"[480014, 10204488, 1011141, 848355, 938203]"
959,"[480014, 1047076, 1010164, 10455984, 1005456]"
960,"[480014, 886395, 833556, 1053016, 964520]"
961,"[480014, 956672, 861445, 841266, 1090909]"
962,"[480014, 1011645, 1039549, 1060567, 950557]"
964,"[480014, 917654, 1074754, 1044188, 821025]"
965,"[480014, 882441, 9881834, 962118, 884897]"
966,"[480014, 864143, 1074754, 1011457, 1017369]"
968,"[480014, 916767, 1114992, 1075368, 839094]"
970,"[480014, 1122568, 1063577, 934369, 10284946]"
971,"[480014, 1059763, 1119399, 895540, 1075368]"
972,"[480014, 6632283, 13008334, 1136719, 5703832]"
973,"[480014, 921406, 948495, 5570685, 1011312]"
974,"[480014, 846764, 5979322, 5995129, 944137]"
975,"[868888, 480014, 6533889, 910151, 5569471]"
976,"[480014, 836393, 905582, 977344, 945273]"
977,"[480014, 1093721, 862349, 902396, 1113438]"
978,"[480014, 1070820, 862535, 891028, 934399]"
979,"[480014, 904236, 1042702, 879506, 871097]"
980,"[480014, 1047968, 884897, 858478, 973916]"
981,"[480014, 1092937, 5582712, 1007210, 13512060]"
982,"[480014, 5563693, 843111, 9526673, 1005456]"
983,"[480014, 1103556, 1095275, 838010, 879734]"
984,"[480014, 945273, 12352204, 1114811, 900418]"
985,"[480014, 397896, 907647, 9487727, 5574377]"
986,"[480014, 1116635, 873964, 880895, 824193]"
987,"[480014, 1070820, 918684, 1034176, 986912]"
988,"[480014, 988116, 1070820, 1073150, 1049735]"
989,"[480014, 1031864, 1089766, 1037894, 947267]"
992,"[480014, 5995597, 1063207, 1005186, 929751]"
993,"[480014, 8293439, 1060269, 945909, 8090539]"
994,"[480014, 958137, 5586658, 990984, 9420312]"
996,"[480014, 953539, 896938, 13842088, 983078]"
998,"[480014, 1037840, 8090521, 8090509, 901460]"
999,"[480014, 6704207, 878442, 1030093, 983795]"
1000,"[480014, 1076065, 12427353, 901747, 863632]"
1001,"[480014, 1104475, 6534074, 9526254, 962522]"
1002,"[480014, 1120532, 902192, 5995180, 1123556]"
1004,"[480014, 961620, 859154, 956672, 8205731]"
1005,"[480014, 921920, 1031492, 1101449, 1089392]"
1006,"[480014, 5568072, 943362, 911409, 1057365]"
1007,"[480014, 890513, 1404121, 9575582, 868953]"
1008,"[480014, 910473, 983078, 1104224, 5747420]"
1010,"[480014, 953539, 10284966, 862349, 860037]"
1011,"[480014, 951176, 1016539, 951412, 1083070]"
1014,"[480014, 878445, 937046, 1121393, 7462562]"
1015,"[480014, 5585735, 1037332, 1005911, 5584007]"
1016,"[480014, 1110111, 1126899, 964011, 1051379]"
1017,"[480014, 1102829, 10204488, 948420, 8090537]"
1018,"[480014, 1070820, 862732, 1036501, 5569374]"
1019,"[480014, 996425, 819840, 935796, 1028816]"
1020,"[480014, 977481, 1070820, 833724, 994223]"
1021,"[480014, 10345155, 10344971, 10344585, 819330]"
1023,"[480014, 6533889, 936830, 9859182, 963835]"
1024,"[480014, 1097001, 972312, 1031316, 5582712]"
1025,"[480014, 1015247, 1128464, 846764, 1043663]"
1027,"[480014, 1018050, 911409, 862799, 922561]"
1029,"[480014, 964521, 913449, 9297615, 1021416]"
1030,"[480014, 1077143, 823775, 987218, 1108152]"
1032,"[480014, 397896, 879506, 1114811, 15831255]"
1033,"[480014, 882190, 880895, 1065538, 5568249]"
1034,"[480014, 907099, 1126899, 895268, 1003616]"
1036,"[480014, 5568758, 1067695, 936914, 1082212]"
1037,"[480014, 915679, 8090556, 994868, 862349]"
1039,"[480014, 938512, 884686, 831063, 972665]"
1040,"[480014, 910473, 999090, 1093966, 1075368]"
1041,"[480014, 884897, 1127470, 1115098, 1116635]"
1042,"[480014, 1027874, 822677, 839849, 862349]"
1045,"[480014, 6534178, 1095275, 1060269, 985893]"
1046,"[480014, 1126899, 1005186, 13071902, 823862]"
1047,"[480014, 1118393, 1108168, 1066893, 825970]"
1048,"[480014, 1042571, 981591, 887661, 916993]"
1049,"[480014, 1108429, 1070015, 1005186, 925437]"
1050,"[480014, 972312, 1044299, 6534178, 13381584]"
1051,"[480014, 6534578, 865026, 821787, 921504]"
1053,"[480014, 835279, 833556, 846907, 1033220]"
1054,"[480014, 6463520, 8090532, 882496, 8177622]"
1055,"[480014, 9575582, 6533936, 906509, 1135834]"
1056,"[480014, 878445, 1044188, 1038663, 1045109]"
1057,"[480014, 916990, 1117219, 1033913, 892531]"
1058,"[480014, 918046, 901976, 1044955, 898869]"
1060,"[480014, 1021416, 833598, 827656, 945273]"
1061,"[480014, 850044, 12946027, 1048727, 900491]"
1062,"[984677, 480014, 1127624, 1116578, 5565784]"
1064,"[480014, 825176, 862349, 975633, 990440]"
1065,"[480014, 1072917, 926905, 1016800, 1135681]"
1066,"[989101, 480014, 986912, 895268, 1096261]"
1067,"[480014, 1075368, 8090532, 947267, 911017]"
1068,"[480014, 919948, 991948, 918046, 1025611]"
1069,"[480014, 904129, 9420181, 1011645, 995242]"
1070,"[480014, 10254584, 8293439, 6533936, 856345]"
1071,"[480014, 963228, 920308, 1088835, 887691]"
1072,"[480014, 907662, 937791, 903931, 1029624]"
1073,"[480014, 1058997, 885356, 1013597, 1082212]"
1074,"[480014, 8011397, 9297177, 904813, 7166865]"
1075,"[480014, 1070015, 882826, 1130777, 1002850]"
1076,"[480014, 1034176, 1090931, 1089954, 838487]"
1077,"[480014, 12731714, 9270757, 951590, 879504]"
1078,"[480014, 1126899, 928092, 914697, 6034577]"
1079,"[6533889, 9296804, 480014, 1093603, 8090956]"
1080,"[480014, 949023, 1067695, 9802666, 1002459]"
1081,"[480014, 5570882, 946995, 927860, 1043064]"
1082,"[480014, 917277, 962118, 870980, 1051626]"
1083,"[480014, 864335, 1007269, 1071277, 950894]"
1084,"[480014, 6704207, 981591, 1058942, 967395]"
1085,"[480014, 1089108, 7409957, 1105623, 6534178]"
1086,"[480014, 951102, 1008074, 1131558, 825618]"
1088,"[1045478, 1077600, 997011, 861701, 480014]"
1089,"[480014, 947798, 992622, 982469, 1108168]"
1091,"[480014, 1075368, 1139142, 834382, 6534178]"
1092,"[480014, 1067779, 1039627, 1098284, 851287]"
1093,"[480014, 879143, 1013407, 9396821, 1066069]"
1094,"[480014, 1036501, 1073150, 983795, 1048746]"
1095,"[480014, 1018050, 5578547, 1047769, 878739]"
1096,"[480014, 1090676, 895540, 1027090, 899682]"
1097,"[480014, 6533889, 948298, 908988, 6534166]"
1098,"[480014, 871162, 1027874, 864893, 1017061]"
1099,"[480014, 911017, 1097239, 8090532, 1121410]"
1100,"[480014, 1139651, 825703, 1034176, 910473]"
1101,"[480014, 397896, 1086740, 1057365, 1110572]"
1102,"[480014, 1086483, 917742, 921288, 8203599]"
1103,"[480014, 862535, 1126899, 1048889, 1006573]"
1104,"[480014, 901460, 1113768, 1115576, 1104224]"
1105,"[480014, 829617, 1046827, 957736, 970747]"
1106,"[480014, 12757316, 1057260, 1101589, 935993]"
1107,"[480014, 820560, 869573, 833556, 847789]"
1109,"[480014, 1109014, 1100368, 884686, 862349]"
1110,"[480014, 8090539, 13511722, 1031316, 1070820]"
1111,"[480014, 887219, 927681, 935796, 969419]"
1112,"[480014, 6533889, 972445, 1010681, 1075368]"
1113,"[480014, 6410462, 1126899, 1116821, 959076]"
1114,"[480014, 1060673, 870428, 1044188, 884518]"
1116,"[480014, 911319, 8090509, 8090521, 851241]"
1117,"[480014, 866548, 825176, 1116578, 852317]"
1119,"[480014, 5585186, 5585636, 5587043, 8177622]"
1121,"[480014, 983267, 1092937, 1116376, 962229]"
1123,"[480014, 1054402, 962229, 840227, 6514085]"
1125,"[480014, 987480, 1128665, 1124729, 1080414]"
1126,"[480014, 1126899, 1082172, 877447, 1076608]"
1127,"[480014, 1102416, 933293, 858918, 896085]"
1128,"[480014, 921406, 1119051, 1050131, 1044188]"
1129,"[480014, 1094924, 1131620, 899115, 1037332]"
1130,"[480014, 1071171, 1109778, 5591490, 1093413]"
1131,"[480014, 950206, 864893, 882441, 866043]"
1133,"[480014, 1076875, 1112205, 5587043, 1007642]"
1134,"[480014, 981591, 842126, 890455, 1070820]"
1135,"[480014, 831536, 873916, 1136719, 851865]"
1136,"[480014, 1114263, 1137346, 1041928, 949023]"
1137,"[480014, 885290, 860975, 1058930, 914318]"
1138,"[480014, 900370, 1015539, 909396, 5571444]"
1140,"[480014, 1085604, 7166861, 932503, 1048257]"
1141,"[480014, 879755, 1107553, 874736, 1011572]"
1142,"[480014, 878715, 882826, 1067695, 1108094]"
1143,"[480014, 1020823, 5569230, 1082544, 1125123]"
1145,"[480014, 1135681, 1112754, 985119, 879734]"
1146,"[480014, 5569135, 959985, 923208, 889509]"
1147,"[480014, 1016800, 926905, 1090931, 969725]"
1148,"[480014, 871162, 1113780, 871754, 823862]"
1149,"[480014, 950638, 848071, 962274, 999250]"
1151,"[480014, 982469, 1136524, 6602697, 958067]"
1152,"[480014, 1110111, 5703832, 7409670, 9487885]"
1154,"[480014, 841365, 844441, 1053690, 971474]"
1155,"[480014, 1016800, 926905, 1099164, 929751]"
1156,"[480014, 1007136, 866227, 1033403, 1011457]"
1157,"[480014, 855138, 959737, 1077048, 954673]"
1158,"[480014, 1049735, 916767, 853317, 1073150]"
1159,"[480014, 8090556, 1050741, 1054483, 8090532]"
1160,"[480014, 947267, 898980, 1029624, 865216]"
1163,"[480014, 960142, 12263788, 926763, 869577]"
1164,"[480014, 1077975, 1070820, 9802981, 1003441]"
1165,"[480014, 898392, 845193, 1133556, 944139]"
1166,"[480014, 6534178, 919535, 8160319, 967476]"
1167,"[480014, 865511, 1070820, 8019977, 1063577]"
1168,"[480014, 1019637, 826144, 983584, 908531]"
1169,"[480014, 1004950, 846823, 910673, 1038663]"
1170,"[850044, 901747, 905817, 935393, 1062128]"
1172,"[480014, 963686, 911017, 1102416, 1029688]"
1173,"[480014, 997200, 13842214, 1040346, 5569098]"
1174,"[480014, 1063207, 1092948, 935968, 979239]"
1175,"[480014, 962266, 963365, 7166791, 1056005]"
1177,"[1117039, 480014, 990897, 9926758, 981944]"
1178,"[480014, 992622, 6464165, 1069039, 6463710]"
1179,"[480014, 1065979, 1116050, 1076769, 962229]"
1180,"[480014, 985119, 1033615, 850529, 1104649]"
1181,"[480014, 1037840, 879506, 1105381, 845537]"
1182,"[480014, 397896, 842392, 888650, 839849]"
1185,"[480014, 895930, 1106523, 901403, 877498]"
1186,"[480014, 1094924, 5578547, 6034577, 903800]"
1187,"[480014, 1038462, 6979753, 9527158, 1023868]"
1188,"[480014, 924610, 913490, 911502, 1107289]"
1189,"[480014, 819840, 1015296, 1117039, 904997]"
1190,"[480014, 1116635, 1043920, 880469, 6534178]"
1191,"[480014, 890695, 1139786, 968992, 1072968]"
1192,"[5668996, 480014, 1115552, 992870, 911703]"
1193,"[480014, 1105467, 1013928, 957951, 989101]"
1194,"[480014, 901976, 904774, 1038745, 910473]"
1195,"[480014, 1075368, 7126663, 901656, 889989]"
1196,"[480014, 1047076, 820560, 12384431, 5565202]"
1197,"[480014, 9189814, 964594, 13842214, 13842090]"
1198,"[480014, 879506, 918688, 13417590, 900586]"
1201,"[480014, 1075793, 848268, 866548, 5567502]"
1202,"[480014, 6424447, 968774, 850058, 5567148]"
1203,"[480014, 905817, 900697, 1112473, 1106523]"
1204,"[480014, 926905, 917033, 852015, 9420336]"
1205,"[480014, 870128, 1111839, 1019286, 1075368]"
1206,"[480014, 861494, 1030093, 1134483, 1106523]"
1207,"[480014, 953476, 5569374, 1083733, 967395]"
1208,"[480014, 1114653, 1031316, 10198378, 1098284]"
1209,"[480014, 891520, 861445, 953539, 1107839]"
1211,"[480014, 1037631, 918598, 879504, 6034577]"
1213,"[480014, 1135681, 1071171, 996425, 12781986]"
1215,"[480014, 1027835, 972191, 962266, 953134]"
1216,"[480014, 999625, 908213, 964594, 991844]"
1217,"[480014, 1075368, 962229, 1108168, 1106301]"
1218,"[480014, 6534166, 1070820, 1065979, 895070]"
1219,"[480014, 13987135, 934369, 851057, 894236]"
1221,"[480014, 889649, 915493, 1034176, 1094924]"
1222,"[480014, 849505, 1037840, 1004950, 933835]"
1223,"[480014, 969419, 1021324, 1002459, 8205418]"
1224,"[480014, 1109778, 911622, 953561, 1025611]"
1225,"[480014, 990984, 954495, 917277, 863762]"
1226,"[480014, 1070015, 1117039, 935796, 881047]"
1227,"[480014, 5747420, 970619, 1051878, 1110057]"
1228,"[480014, 1065538, 983795, 8203710, 1005186]"
1229,"[480014, 869195, 1033220, 1037332, 921288]"
1231,"[480014, 961991, 8359154, 1110142, 1062340]"
1234,"[480014, 916990, 1127716, 1042702, 1136719]"
1235,"[480014, 986187, 1404121, 977854, 1121213]"
1236,"[480014, 1037840, 1001148, 1107289, 834833]"
1238,"[480014, 879922, 905436, 6773204, 1098435]"
1239,"[480014, 1138508, 1012701, 940947, 867607]"
1240,"[480014, 1044259, 1054483, 1046816, 6533889]"
1241,"[480014, 1037840, 1075368, 862070, 846550]"
1242,"[480014, 1019247, 1023958, 1112238, 1070820]"
1244,"[480014, 945652, 1075793, 5587043, 5584100]"
1245,"[480014, 8205731, 849098, 989354, 1019832]"
1246,"[480014, 1126899, 1137507, 1097635, 824305]"
1247,"[480014, 1009449, 921504, 874149, 1126899]"
1248,"[480014, 865511, 903123, 1095040, 915459]"
1250,"[480014, 905436, 926422, 892503, 1050310]"
1251,"[480014, 1011832, 960613, 881154, 882496]"
1252,"[480014, 1052912, 867607, 938217, 829645]"
1254,"[480014, 7168619, 1034955, 856435, 1001521]"
1255,"[480014, 1072523, 1010164, 13417590, 1005609]"
1256,"[480014, 1058939, 1137688, 1122115, 962266]"
1258,"[480014, 821787, 852600, 999563, 5995281]"
1259,"[480014, 926903, 1126870, 916993, 985911]"
